review_id,place_id,place_name,region,rating,sentiment,text_clean,author_hash,text,time_description,review_date,lat,lng,topic,sentiment_score
17414923e8caa3a968d0478657d44b72,ChIJmTwnSQ-RwCwRXkGsjaZWh9k,Mason Gallery,Darwin_Palmerston,5,positive,very niece selections to choose from i went to tiwi island yesterday and looked at art there too i did purchase a carved wood painted by the locals some of the artist have pieces here for sale so if you can t jump on a small fly tiwi plane you should come here just the plane ticket and time i could have purchase 1 or 2 more items here well i learned and that s why i shearing with you,b9517a6a487e,Very niece selections to choose from. I went to TIWI Island yesterday and looked at art there too. I did purchase a carved wood painted by the locals. Some of the artist have pieces here for sale. So if you can't jump on a small FLY TIWI Plane you should come here. Just the plane ticket and time I could have purchase 1 or 2 more items here. Well I learned and that's why I shearing with you.,6 years ago,01-08-2019,-12.462858,130.843193,art artists indigenous gallery,0.3321
d536105259d8a2e74637dc1901af88a7,ChIJmTwnSQ-RwCwRXkGsjaZWh9k,Mason Gallery,Darwin_Palmerston,5,positive,excellent range of indigenous artworks this is the best gallery to visit in darwin the owner is friendly and welcoming and has a wonderful knowledge of the artists i often feel concerned about the ethics associated with the sale and potential exploitation of indigenous artists but i completely trusted the mason gallery btw we love our painting and all the non pushy helpful service that led to its purchase thank you,6666fc5c3957,"Excellent range of indigenous artworks. This is the BEST gallery to visit in Darwin. The owner is friendly and welcoming and has a wonderful knowledge of the artists. I often feel concerned about the ethics associated with the sale and potential exploitation of indigenous artists but I completely trusted the Mason gallery. BTW.. we LOVE our painting and all the non-pushy, helpful service that led to its purchase. Thank you!",3 years ago,21-07-2022,-12.462858,130.843193,art artists indigenous gallery,0.9777
c0a03db4733a4981694816b44daff7c3,ChIJmTwnSQ-RwCwRXkGsjaZWh9k,Mason Gallery,Darwin_Palmerston,4,positive,fantastic pieces with photos and details of each indeginous artist prices for the art was on par with most places in darwin which was quite dear but i guess the galleries have to make their profits and cover costs,059fc905b386,Fantastic pieces with photos and details of each indeginous artist. Prices for the art was on par with most places in Darwin which was quite dear. But I guess the galleries have to make their profits and cover costs.,6 years ago,23-05-2019,-12.462858,130.843193,art artists indigenous gallery,0.7962
b487c83bdf77d513c158a158fd2eba2c,ChIJmTwnSQ-RwCwRXkGsjaZWh9k,Mason Gallery,Darwin_Palmerston,5,positive,what an amazing indigenous art gallery the curator was so passionate about the art and artists he was so willing to explain each paintings story and that of the artist a beautifully presented space,f1ecb4cff988,What an amazing indigenous art gallery. The curator was so passionate about the art and artists. He was so willing to explain each paintings story and that of the artist. A beautifully presented space.,a year ago,05-09-2024,-12.462858,130.843193,art artists indigenous gallery,0.9164
00e5d00291cd4d397e37966e90f3a2f3,ChIJmTwnSQ-RwCwRXkGsjaZWh9k,Mason Gallery,Darwin_Palmerston,5,positive,wonderful my fave gallery definitely worth a visit,27d31e780889,"Wonderful, my fave gallery. Definitely worth a visit.",2 months ago,22-07-2025,-12.462858,130.843193,art gallery artists artist,0.8807
3921f971979ecc8a0ed46ffcba2c6668,ChIJN4Y2sgmRwCwRUFuZ9rWHoSM,Paul Arnold Gallery,Darwin_Palmerston,4,positive,hard a lot from friends and workmates about paul had the opportunity to visit his place and to meet with him just a wonderful person very friendly and humble became surprised by how well he captures nature just amazing loved his work loved how he has been representing nt with his god gifted special skills great place to buy stuff for gift showpieces umbrella pictures and many more best wishes for you paul will definitely visit you soon to see your wonderful work supportlocal ntaustralia darwin,1db3e8ccfc83,"Hard a lot from friends and workmates about Paul, had the opportunity to visit his place and to meet with him. Just a wonderful person, very friendly and humble. Became surprised by how well he captures nature. Just amazing!! Loved his work, loved how he has been representing NT with his God gifted special skills. Great place to buy stuff for gift, showpieces, umbrella, pictures and many more. Best wishes for you Paul, will definitely visit you soon to see your wonderful work.

#supportlocal
#ntaustralia
#darwin",2 years ago,07-06-2023,-12.464319,130.8427365,outliers,0.9942
5992d68745d89b5ed6f2b4ba1d8b4459,ChIJN4Y2sgmRwCwRUFuZ9rWHoSM,Paul Arnold Gallery,Darwin_Palmerston,5,positive,such a great gallery in the smith st mall when looking for something beautiful to hang up on your wall s this is the best place to get it they have a beautiful range of books and block pictures its a must see and visit place paul is a great artist with such lovely work,ad8d42e08308,"Such a great Gallery in the Smith St Mall when looking for something beautiful to hang up on your wall's this is the best place to get it, they have a beautiful range of books and block pictures its a must see and visit place. Paul is a great Artist with such lovely work",a month ago,15-08-2025,-12.464319,130.8427365,art gallery artists artist,0.9723
dc71f4be9c394263784938b238aa65a4,ChIJN4Y2sgmRwCwRUFuZ9rWHoSM,Paul Arnold Gallery,Darwin_Palmerston,5,positive,i called in spontaneously having been aware of paul s work over the decades that i ve been passing through darwin three things struck me firstly i was delighted and inspired when he strode through the staff access door with his huge hat and equally huge grin what struck me specifically was for all his outer success and obvious promotion and impact on darwin and the territory s image nationally and internationally that he was so present unpretentious modest and genuinely interested in discussing the work and relating the stories associated with each work secondly when then going onto his internet site the integrity and congruence between the man his vocation and his authentic and articulate communication of his inspiration lastly his assemblage of the territory akubras please correct me if i m wrong in the window a soulfully rugged poetic and enduring symbol of a well marketed yet gratefully real and talented territory artisan moving now from the crocodile islands and groote eylandt to tasmania there s a paul arnold work scheduled to be a part of my tasmanian home to quintessentially capture the heart and spirit of the territory congratulations paul and thanks for the exquisite beauty you bring to the world not only through your art but who and how you are in the world,6eebe329cdf1,"I called in spontaneously having been aware of Paul's work over the decades that I've been passing through Darwin. Three things struck me: Firstly,  I was delighted and inspired when he strode through the staff access door with his huge hat and equally huge grin. What struck me specifically was, for all his outer success and obvious promotion and impact on Darwin and the Territory's image nationally and internationally, that he was so present, unpretentious,  modest and genuinely interested in discussing the work and relating the stories associated with each work...

Secondly, when then going onto his internet site, the integrity and congruence between the man, his vocation and his authentic and articulate communication of his inspiration.

Lastly...his assemblage of 'The Territory' Akubras (please correct me if I'm wrong) in the window. A soulfully rugged poetic and enduring symbol of a well-marketed yet gratefully real and talented Territory artisan.

Moving now from the Crocodile Islands and Groote Eylandt to Tasmania there's a Paul Arnold work scheduled to be a part of my Tasmanian home to quintessentially capture the heart and spirit of the Territory.

Congratulations Paul and thanks for the exquisite beauty you bring to the world not only through your art but who and how you are in the world.",6 years ago,02-06-2019,-12.464319,130.8427365,outliers,0.9652
52051c4c5dad8df7bb24a4b53b3a4b7e,ChIJN4Y2sgmRwCwRUFuZ9rWHoSM,Paul Arnold Gallery,Darwin_Palmerston,5,positive,purchased a umbrella as a gift and was surprised when i heard it broke 7mths later when i went into the shop to enquire if the umbrella had a warranty the store assistant was surprised it broke and replaced it without any proof of purchase now that is great service thank you,ccb510f0938f,purchased a umbrella as a gift and was surprised when I heard it broke 7mths later. When I went into the shop to enquire if the umbrella had a warranty the store assistant was surprised it broke and replaced it without any proof of purchase. Now that is great service. Thank you.,7 months ago,08-02-2025,-12.464319,130.8427365,she order my me,0.7717
c9dc560ab13139dda29f7efac7f1403e,ChIJN4Y2sgmRwCwRUFuZ9rWHoSM,Paul Arnold Gallery,Darwin_Palmerston,5,positive,during your visit to darwin do not miss paul arnold s gallery in the smith street mall paul s landscape images are simply fabulous a walk through the gallery is a stroll through the northern territory every image evokes the strong colours and tropical views of the nt one of paul s magnificent photographs on your wall down south will forever be a talking point and a visual reminder of your tour of the top end i visited you must,52de69d93b80,During your visit to Darwin do not miss Paul Arnold's gallery in the Smith Street Mall. Paul's landscape images are simply fabulous. A walk through the gallery is a stroll through the Northern Territory. Every image evokes the strong colours and tropical views of the NT. One of Paul's magnificent photographs on your wall down south will forever be a talking point and a visual reminder of your tour of the Top End. I visited; you must.,2 years ago,01-11-2022,-12.464319,130.8427365,darwin of to the,0.916
29f4d6e39df4905389ae360258c74485,ChIJN0l7y1O9wCwR6ojY1SlUncM,Marlow Lagoon Pet Park,Darwin_Palmerston,5,positive,marlow lagoon has a fantastic gated pet park quiet when i was there in the early afternoon but have been told later in the afternoon ppl gather chat and the dogs play and swim at own risk of course terrific kids play areas cool xylophone bell donger to keep them amused rotundas bbq s plenty of places to sit even a drinking fountain go its good,52b24c2a907c,"Marlow lagoon has a fantastic gated pet park. Quiet when i was there in the early afternoon but have been told later in the afternoon ppl gather, chat and the dogs play and swim...at own risk of course. Terrific kids play areas, cool xylophone & bell donger to keep them amused. Rotundas, bbq's &plenty of places to sit. Even a drinking fountain.
Go. Its good 👍🏻",2 months ago,22-07-2025,-12.486525,130.966095,outliers,0.9661
0ddb0b0916c650fe53699ec207f3c26b,ChIJN0l7y1O9wCwR6ojY1SlUncM,Marlow Lagoon Pet Park,Darwin_Palmerston,5,positive,hi here we are lilly and skye been to marlow lagoon park today dad watched out for those crocodiles while we went swimming in the lagoon great big park alot of zoomies were had,583931faf030,"Hi, here we are Lilly and Skye.
Been to Marlow Lagoon Park today.
Dad watched out for those crocodiles while we went swimming in the lagoon.
Great big park alot of zoomies were had.",2 months ago,26-07-2025,-12.486525,130.966095,crocs boat crocodiles croc,0.6249
fb343d6f8a4568678ec07b91935af4bc,ChIJN0l7y1O9wCwR6ojY1SlUncM,Marlow Lagoon Pet Park,Darwin_Palmerston,5,positive,we are from sa visiting friends we were blown away with the size and structure of this park amazing for dogs and people alike i think there are 5 different types of areas to suit dogs quiet small dog etc there is a playground toilets bbq well done council,378f2087b870,"We are from SA visiting friends. We were blown away with the size and structure of this park. Amazing for dogs and people alike. I think there are 5 different types of areas to suit dogs quiet, small dog etc. there is a playground, toilets, bbq. Well done council.",2 months ago,23-07-2025,-12.486525,130.966095,dog dogs park fenced,0.8402
6467edb664849f4613c295595d050b19,ChIJN0l7y1O9wCwR6ojY1SlUncM,Marlow Lagoon Pet Park,Darwin_Palmerston,4,positive,great facility giving owners and dogs exercise not sure about the pond water,3012c810f2fb,Great facility giving owners and dogs exercise. Not sure about the pond water?,a month ago,03-09-2025,-12.486525,130.966095,dog dogs park fenced,0.6745
43ebd43ca35ea3c29e15a215fb83349a,ChIJN0l7y1O9wCwR6ojY1SlUncM,Marlow Lagoon Pet Park,Darwin_Palmerston,5,positive,probably one of the best dog parks in australia pond for swimming 3 different agility courses for different size dogs plenty of shade all in a very large fully fenced enclosure our doggo loved it,b17aaae79102,"Probably one of the best dog parks in Australia. Pond for swimming, 3 different agility courses for different size dogs, plenty of shade all in a very large fully fenced enclosure. Our doggo loved it",2 months ago,19-07-2025,-12.486525,130.966095,dog dogs park fenced,0.8442
ed4d0e0b8110999cd84da355c2a21d99,ChIJYcNqkAuRwCwRkPuwDakXAg8,Frog Hollow Park,Darwin_Palmerston,4,positive,small park to enjoy around wood street not many bench they have but not many people in the park too great place peaceful and quite near backpacker hostels recently they make new road near the park and the view is bit different and nicer also greener aon the new road side,0634ca5139ef,"Small park to enjoy around Wood street. Not many bench they have but not many people in the park too. Great place; peaceful and quite.
Near backpacker hostels. Recently they make new road near the park and the view is bit different and nicer (also greener aon the new road side)",5 years ago,18-10-2019,-12.458161,130.841787,park playground kids shade,0.9509
80d4fc5dd3b97febadfc0924827df70a,ChIJYcNqkAuRwCwRkPuwDakXAg8,Frog Hollow Park,Darwin_Palmerston,5,positive,the only park within the borders of darwin city grid within walking distance of the cruise ship terminal and every city hotel historically significant holds important memories for many locals including the local larrakia people lovely established shade trees picnic tables rubbish bins no toilets,32e581ec1b46,"The only park within the borders of Darwin city grid. Within walking distance of the cruise ship terminal and every city hotel. Historically significant. Holds important memories for many locals, including the local Larrakia people. Lovely established shade trees. Picnic tables. Rubbish bins. No toilets.",7 years ago,02-06-2018,-12.458161,130.841787,darwin of to the,0.6369
26686654cfc08d872b2f8727f92dd880,ChIJYcNqkAuRwCwRkPuwDakXAg8,Frog Hollow Park,Darwin_Palmerston,3,neutral,the place is a nice and quiet to spend time with a partner however it seems the locals don t care much for the surrounding environment because there is quite often glass and rotten food on the public seating area,dc405805b006,The place is a nice and quiet to spend time with a partner.... however it seems the locals don't care much for the surrounding environment. Because there is quite often glass and rotten food on the public seating area,5 years ago,28-08-2020,-12.458161,130.841787,outliers,0.4019
09cfe876ee358d89283e96509fb197b0,ChIJYcNqkAuRwCwRkPuwDakXAg8,Frog Hollow Park,Darwin_Palmerston,5,positive,chill out and cheap rent when u need somewhere to stay not bad place pool looks good yeah,db6c8a9de3fc,"Chill out and cheap rent when u need somewhere to stay. Not bad place. Pool looks good, yeah.",6 years ago,15-04-2019,-12.458161,130.841787,outliers,0.7876
617b07dac5d1afbda8bf73879bd96c3b,ChIJYcNqkAuRwCwRkPuwDakXAg8,Frog Hollow Park,Darwin_Palmerston,3,neutral,there s not much in it but it s a nice shady spot on the city fringe,fc4e9afb2c52,"There's not much in it but it's a nice, shady spot on the city fringe.",6 years ago,30-06-2019,-12.458161,130.841787,outliers,0.5719
3a21cb7cfef77a7e8f5bb72f2513384c,ChIJYYIojgKRwCwRzAU59RYzMb0,Fort Hill Wharf,Darwin_Palmerston,4,positive,well run cruise terminal quick efficient customs clearance reasonable security great visit over two days amazing 6 7meter tide watched the unloading of garbage then loading of provisions the dock workers have amazing skills,795e1e33b066,Well run cruise terminal.  Quick/efficient customs clearance.   Reasonable security.   Great visit over two days.   Amazing 6-7meter tide.   Watched the unloading of garbage & then loading of provisions....the dock workers have amazing skills!!!,10 months ago,19-11-2024,-12.4721461,130.8456096,outliers,0.9584
